date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-08-10,8.94,9.35,9.23,8.88,0.0,0.32,3.59,9.076,9.327,10.112,0.0,0.0,0.0
2018-08-03,9.32,9.5,8.91,8.88,0.0,-0.34,-3.68,8.962,9.423,10.218,0.0,0.0,0.0
2018-07-27,9.04,9.59,9.25,9.0,0.0,0.14,1.54,8.998,9.591,10.354,0.0,0.0,0.0
2018-07-20,8.85,9.2,9.11,8.61,0.0,0.23,2.59,9.118,9.762,10.496,0.0,0.0,0.0
2018-07-13,8.69,9.03,8.88,8.58,0.0,0.22,2.54,9.33,9.952,10.638,0.0,0.0,0.0
2018-07-06,9.05,9.05,8.66,8.45,0.0,-0.43,-4.73,9.578,10.132,10.825,0.0,0.0,0.0
2018-06-29,9.91,9.92,9.09,8.87,0.0,-0.76,-7.72,9.884,10.351,10.992,0.0,0.0,0.0
2018-06-22,10.05,10.15,9.85,9.76,0.0,-0.32,-3.15,10.184,10.577,11.122,0.0,0.0,0.0
2018-06-15,10.06,10.29,10.17,9.92,0.0,0.05,0.49,10.406,10.749,11.332,0.0,0.0,0.0
2018-06-08,10.23,10.46,10.12,10.06,0.0,-0.07,-0.69,10.574,10.819,11.526,0.0,0.0,0.0
2018-06-01,10.58,10.63,10.19,10.02,0.0,-0.4,-3.78,10.686,10.897,11.76,0.0,0.0,0.0
2018-05-25,11.07,11.11,10.59,10.55,0.0,-0.37,-3.38,10.818,11.012,11.928,0.0,0.0,0.0
2018-05-18,11.09,11.23,10.96,10.76,0.0,-0.05,-0.45,10.97,11.117,12.063,0.0,0.0,0.0
2018-05-11,10.7,11.15,11.01,10.64,0.0,0.33,3.09,11.092,11.23,12.18,0.0,0.0,0.0
2018-05-04,10.97,11.03,10.68,10.57,0.0,-0.17,-1.57,11.064,11.324,12.306,0.0,0.0,0.0
2018-04-27,11.3,11.94,10.85,10.63,0.0,-0.5,-4.41,11.108,11.517,12.408,0.0,0.0,0.0
2018-04-20,11.47,11.69,11.35,11.03,0.0,-0.22,-1.9,11.206,11.632,12.52,0.0,0.0,0.0
2018-04-13,10.8,11.92,11.57,10.73,0.0,0.7,6.44,11.264,11.666,12.602,0.0,0.0,0.0
2018-04-04,10.87,11.01,10.87,10.51,0.0,-0.03,-0.28,11.368,11.914,12.752,0.0,0.0,0.0
2018-03-30,11.15,11.2,10.9,10.55,0.0,-0.44,-3.88,11.584,12.232,12.867,0.0,0.0,0.0
2018-03-23,11.66,12.12,11.34,10.92,0.0,-0.3,-2.58,11.926,12.622,12.937,0.0,0.0,388494.58
2018-03-16,12.15,12.22,11.64,11.64,0.0,-0.45,-3.72,12.058,12.843,12.94,0.0,0.0,585794.98
2018-03-09,11.93,12.34,12.09,11.77,0.0,0.14,1.17,12.068,13.009,12.936,0.0,0.0,805844.63
2018-03-02,12.77,12.85,11.95,11.85,0.0,-0.66,-5.23,12.46,13.13,12.905,0.0,0.0,985772.68
2018-02-23,13.2,13.2,12.61,12.0,0.0,0.61,5.08,12.88,13.287,12.876,0.0,0.0,1188106.24
2018-02-14,11.78,12.21,12.0,11.56,0.0,0.31,2.65,13.318,13.298,12.801,0.0,0.0,1359433.24
2018-02-09,13.8,14.57,11.69,11.38,0.0,-2.36,-16.8,13.628,13.407,12.773,0.0,0.0,1531699.04
2018-02-02,14.05,14.3,14.05,13.53,0.0,0.0,0.0,13.95,13.538,12.753,0.0,0.0,1718852.85
2018-01-26,14.6,15.08,14.05,14.0,0.0,-0.75,-5.07,13.8,13.589,12.625,0.0,0.0,1945199.33
2018-01-19,13.51,15.13,14.8,13.5,0.0,1.25,9.22,13.694,13.502,12.483,0.0,0.0,2253717.33
2018-01-12,13.25,13.68,13.55,12.86,0.0,0.25,1.88,13.278,13.252,12.298,0.0,776989.15,2477826.18
2018-01-05,13.35,13.93,13.3,13.13,0.0,0.0,0.0,13.186,13.036,12.143,0.0,1171589.95,2685815.95
2017-12-29,13.52,13.86,13.3,13.02,0.0,-0.22,-1.63,13.126,12.862,11.979,0.0,1611689.25,2985468.8
2017-12-22,12.73,13.68,13.52,12.64,0.0,0.8,6.29,13.378,12.68,11.872,0.0,1971545.35,3386059.53
2017-12-15,13.08,13.57,12.72,12.67,0.0,-0.37,-2.83,13.31,12.464,11.733,0.0,2376212.48,3753986.08
2017-12-08,13.05,13.49,13.09,12.75,0.0,0.09,0.69,13.226,12.303,11.642,1553978.3,2718866.48,4283685.58
2017-12-01,14.3,14.3,13.0,12.96,0.0,-1.56,-10.71,12.886,12.138,11.532,2343179.9,3063398.08,4928128.18
2017-11-24,13.13,15.24,14.56,13.05,0.0,1.38,10.47,12.598,11.967,11.356,3223378.5,3437705.7,5075313.85
2017-11-17,12.35,13.46,13.18,12.35,0.0,0.88,7.15,11.982,11.66,11.097,3943090.7,3890398.65,5246014.88
2017-11-10,11.42,12.59,12.3,11.09,7769891.5,0.91,7.99,11.618,11.463,10.901,4752424.95,4507434.65,5411575.63
2017-11-03,11.55,11.73,11.39,11.26,3946008.0,-0.17,-1.47,11.38,11.344,10.737,3883754.65,4178663.2,5120693.36
2017-10-27,11.39,11.56,11.56,11.12,4400993.0,0.08,0.7,11.39,11.249,10.625,3783616.25,4200041.95,5058576.46
2017-10-20,11.36,11.72,11.48,11.29,3598561.0,0.12,1.06,11.336,11.095,10.505,3652032.9,4359248.35,4957034.95
2017-10-13,11.57,11.64,11.36,11.25,4046671.25,0.25,2.25,11.338,11.064,10.386,3837706.6,4800573.7,5003529.2
2017-09-29,11.44,11.45,11.11,10.82,3426540.0,-0.33,-2.88,11.308,11.002,10.253,4262444.35,5131759.68,4901218.66
2017-09-22,11.25,11.52,11.44,11.05,3445316.0,0.15,1.33,11.308,10.98,10.142,4473571.75,5848504.68,4868840.35
2017-09-15,11.54,11.69,11.29,11.15,3743076.25,-0.2,-1.74,11.108,10.926,10.002,4616467.65,6792858.28,4792152.28
2017-09-08,11.18,11.94,11.49,11.17,4526929.5,0.28,2.5,10.854,10.744,9.887,5066463.8,6712922.0,4696444.19
2017-09-01,11.1,11.74,11.21,11.1,6170360.0,0.1,0.9,10.79,10.534,9.761,5763440.8,6601631.1,4591596.52
2017-08-25,10.43,11.17,11.11,10.37,4482177.0,0.67,6.42,10.696,10.338,9.654,6001075.0,6315716.6,4398931.58
2017-08-18,10.13,10.6,10.44,10.04,4159795.5,0.42,4.19,10.652,10.129,9.559,7223437.6,6062723.53,4247242.04
2017-08-11,11.06,11.17,10.02,9.99,5993057.0,-1.15,-10.29,10.744,10.0,9.495,8969248.9,5917110.98,4208648.88
2017-08-04,10.8,11.34,11.17,10.45,8011814.5,0.43,4.0,10.634,9.915,9.454,8359380.2,5554821.55,4058006.54
2017-07-28,10.82,11.27,10.74,10.53,7358531.0,-0.15,-1.38,10.278,9.708,9.361,7439821.4,5206484.7,3843213.34
2017-07-21,10.95,11.33,10.89,10.62,10593990.0,-0.01,-0.09,9.98,9.503,9.294,6630358.2,4670677.65,3560885.53
2017-07-14,9.45,10.94,10.9,9.44,12888852.0,1.43,15.1,9.606,9.304,9.219,4902009.45,3889176.03,3124702.95
2017-07-07,9.4,9.48,9.47,9.27,2943713.5,0.08,0.85,9.256,9.077,9.149,2864973.05,2791446.29,2614067.03
2017-06-30,9.26,9.49,9.39,9.26,3414020.5,0.14,1.51,9.196,9.029,9.145,2750262.9,2679966.39,2596497.28
2017-06-23,9.03,9.4,9.25,9.02,3311215.0,0.23,2.55,9.138,8.987,9.142,2973148.0,2581561.94,2530773.35
2017-06-16,9.15,9.19,9.02,9.01,1952246.25,-0.13,-1.42,9.026,8.97,9.143,2710997.1,2482146.56,2380986.21
2017-06-09,9.13,9.22,9.15,8.99,2703670.0,-0.02,-0.22,9.002,8.988,9.158,2876342.6,2431760.56,2364156.79
2017-06-02,9.11,9.29,9.17,9.06,2370162.75,0.07,0.77,8.898,8.99,9.162,2717919.52,2500186.79,2360674.74
2017-05-26,8.68,9.14,9.1,8.61,4528446.0,0.41,4.72,8.862,8.992,9.161,2609669.87,2561191.54,2330560.33
2017-05-19,8.89,8.95,8.69,8.68,2000460.5,-0.21,-2.36,8.836,9.013,9.163,2189975.87,2479941.99,2184722.89
2017-05-12,8.6,8.9,8.9,8.54,2778973.75,0.27,3.13,8.914,9.084,9.183,2253296.02,2451093.41,2162115.93
2017-05-05,8.96,8.96,8.63,8.58,1911554.62,-0.36,-4.0,8.974,9.134,9.192,1987178.52,2360229.88,2134408.39
2017-04-28,8.97,9.01,8.99,8.89,1828914.5,0.02,0.22,9.082,9.221,9.223,2282454.05,2436687.76,2225069.56
2017-04-21,9.08,9.11,8.97,8.89,2429976.0,-0.11,-1.21,9.122,9.261,9.256,2512713.2,2513028.16,2335940.07
2017-04-14,9.2,9.21,9.08,9.06,2317061.25,-0.12,-1.3,9.19,9.297,9.285,2769908.1,2479984.76,2447897.39
2017-04-07,9.16,9.22,9.2,9.15,1448386.25,0.03,0.33,9.254,9.315,9.312,2648890.8,2279825.86,2610884.01
2017-03-31,9.12,9.19,9.17,9.06,3387932.25,-0.02,-0.22,9.294,9.328,9.311,2733281.23,2296553.03,2686873.97
2017-03-24,9.29,9.31,9.19,9.14,2980210.25,-0.12,-1.29,9.36,9.333,9.312,2590921.48,2221162.7,2691018.37
2017-03-17,9.39,9.53,9.31,9.3,3715950.5,-0.09,-0.96,9.4,9.33,9.308,2513343.13,2099929.13,2598257.29
2017-03-10,9.4,9.46,9.4,9.36,1711974.75,0.0,0.0,9.404,9.312,9.301,2190061.43,1889503.79,2548610.79
2017-03-03,9.5,9.55,9.4,9.36,1870338.38,-0.1,-1.05,9.376,9.282,9.287,1910760.93,1873138.44,2586128.93
2017-02-24,9.4,9.62,9.5,9.4,2676133.5,0.11,1.17,9.362,9.25,9.272,1859824.83,1908586.9,2603254.42
2017-02-17,9.34,9.54,9.39,9.33,2592318.5,0.06,0.64,9.306,9.225,9.25,1851403.93,2013451.35,2555643.77
2017-02-10,9.26,9.36,9.33,9.24,2099542.0,0.07,0.76,9.26,9.251,9.238,1686515.13,2158851.98,2525033.1
2017-02-03,9.34,9.36,9.26,9.23,315472.25,-0.07,-0.75,9.22,9.273,9.225,1588946.15,2415810.03,2502005.72
2017-01-26,9.22,9.34,9.33,9.2,1615657.88,0.11,1.19,9.188,9.309,9.231,1835515.95,2941942.15,2592567.01
2017-01-20,9.15,9.24,9.22,9.07,2634029.0,0.06,0.66,9.138,9.294,9.237,1957348.97,3077194.91,2636733.47
2017-01-13,9.13,9.19,9.16,9.11,1767874.5,0.03,0.33,9.144,9.29,9.248,2175498.77,3160874.04,2691131.74
2017-01-06,9.11,9.18,9.13,9.09,1611697.12,0.03,0.33,9.242,9.285,9.266,2631188.82,3096585.45,2840471.79
2016-12-30,9.06,9.13,9.1,9.02,1548321.25,0.02,0.22,9.326,9.289,9.284,3242673.9,3207717.79,2937707.36
2016-12-23,9.22,9.23,9.08,9.07,2224823.0,-0.17,-1.84,9.43,9.292,9.281,4048368.35,3299119.41,3045467.41
2016-12-16,9.65,9.77,9.25,9.21,3724778.0,-0.4,-4.14,9.45,9.293,9.287,4197040.85,3297921.94,3073288.94
2016-12-09,9.5,9.75,9.65,9.41,4046324.75,0.1,1.05,9.436,9.275,9.272,4146249.3,3097836.2,2977873.04
2016-12-02,9.69,9.78,9.55,9.44,4669122.5,-0.07,-0.73,9.328,9.225,9.239,3561982.07,2891214.22,2904918.16
2016-11-25,9.18,9.62,9.62,9.17,5576793.5,0.44,4.79,9.252,9.176,9.198,3172761.67,2588201.41,2767834.03
2016-11-18,9.16,9.25,9.18,9.16,2968185.5,0.0,0.0,9.154,9.152,9.153,2549870.47,2243191.86,2576118.36
2016-11-11,9.1,9.18,9.18,9.01,3470820.25,0.07,0.77,9.136,9.179,9.122,2398803.02,2196272.04,2522347.18
2016-11-04,9.06,9.17,9.11,9.05,1124988.62,-0.06,-0.65,9.114,9.206,9.092,2049423.1,2221389.44,2433729.64
2016-10-28,9.13,9.3,9.17,9.12,2723020.5,0.04,0.44,9.122,9.246,9.162,2220446.37,2584358.13,2419270.33
2016-10-21,9.08,9.13,9.13,9.03,2462337.5,0.04,0.44,9.1,9.279,9.228,2003641.15,2667696.93,2413148.83
2016-10-14,9.1,9.17,9.09,9.04,2212848.25,0.02,0.22,9.15,9.27,9.285,1936513.25,2791815.4,2352796.16
2016-09-30,9.13,9.13,9.07,9.01,1723920.62,-0.08,-0.87,9.222,9.281,9.346,1993741.05,2848655.95,2311017.8
2016-09-23,9.05,9.19,9.15,9.03,1980105.0,0.09,0.99,9.298,9.268,9.41,2393355.78,2857909.89,2301882.36
2016-09-14,9.29,9.32,9.06,9.05,1638994.38,-0.32,-3.41,9.37,9.252,9.478,2948269.88,2918622.09,2277257.09
2016-09-09,9.46,9.46,9.38,9.36,2126698.0,-0.07,-0.74,9.458,9.22,9.554,3331752.7,2947466.64,2282454.83
2016-09-02,9.41,9.52,9.45,9.38,2498987.25,0.0,0.0,9.39,9.153,9.612,3647117.55,2909044.85,2280817.76
2016-08-26,9.5,9.51,9.45,9.34,3721994.25,-0.06,-0.63,9.34,9.065,9.684,3703570.85,2848422.31,2293999.21
2016-08-19,9.55,9.8,9.51,9.43,4754675.5,0.01,0.1,9.238,8.978,9.74,3322464.0,2646069.85,2196991.58
2016-08-12,9.04,9.53,9.5,9.01,3556408.5,0.46,5.09,9.134,9.077,9.797,2888974.3,2254182.54,2059476.24
2016-08-05,9.18,9.34,9.04,8.93,3703522.25,-0.16,-1.74,8.982,9.177,9.852,2563180.58,2158600.74,2010939.31
2016-07-29,8.93,9.24,9.2,8.91,2781253.75,0.26,2.91,8.916,9.3,9.927,2170972.15,1913776.93,1983072.05
2016-07-22,8.99,9.08,8.94,8.92,1816460.0,-0.05,-0.56,8.79,9.41,9.975,1993273.78,1773379.65,1965667.71
2016-07-15,8.75,9.05,8.99,8.74,2587227.0,0.25,2.86,8.718,9.551,10.048,1969675.7,1745854.84,2052632.69
2016-07-08,8.69,8.86,8.74,8.67,1927439.88,0.03,0.34,9.02,9.704,10.088,1619390.78,1635892.1,2041168.56
2016-07-01,8.57,8.74,8.71,8.54,1742480.12,0.14,1.63,9.372,9.887,10.153,1754020.9,1617443.02,2045653.04
2016-06-24,8.59,8.73,8.57,8.52,1892761.88,-0.01,-0.12,9.684,10.071,10.213,1656581.7,1652590.67,2043799.09
2016-06-17,10.46,10.48,8.58,8.53,1698469.62,-1.92,-18.29,10.03,10.302,10.285,1553485.52,1739576.11,2071178.32
2016-06-08,10.51,10.54,10.5,10.45,835802.38,0.0,0.0,10.384,10.501,10.376,1522033.98,1747913.31,2116194.82
2016-06-03,10.25,10.57,10.5,10.2,2600590.5,0.23,2.24,10.388,10.517,10.374,1652393.42,1864769.94,2214398.82
2016-05-27,10.33,10.34,10.27,10.17,1255284.12,-0.03,-0.29,10.402,10.526,10.405,1480865.15,1863277.89,2217607.45
2016-05-20,10.32,10.37,10.3,10.17,1377281.0,-0.05,-0.48,10.458,10.553,10.491,1648599.65,2052367.17,2278150.08
2016-05-13,10.5,10.53,10.35,10.25,1541211.88,-0.17,-1.62,10.574,10.539,10.596,1925666.7,2157955.77,2412202.36
2016-05-06,10.58,10.75,10.52,10.52,1487599.62,-0.05,-0.47,10.618,10.544,10.69,1973792.65,2359410.54,2485927.07
2016-04-29,10.56,10.76,10.57,10.42,1742949.12,0.02,0.19,10.646,10.471,10.756,2077146.45,2446445.02,2518166.62
2016-04-22,10.82,10.85,10.55,10.36,2093956.62,-0.33,-3.03,10.65,10.418,10.833,2245690.62,2473863.05,2688270.04
2016-04-15,10.6,10.97,10.88,10.6,2762616.25,0.31,2.93,10.648,10.355,10.892,2456134.7,2435007.51,2736866.66
2016-04-08,10.62,10.81,10.57,10.5,1781841.62,-0.09,-0.84,10.504,10.267,10.976,2390244.85,2402780.54,2772195.69
2016-04-01,10.62,10.75,10.66,10.38,2004368.62,0.07,0.66,10.47,10.25,11.059,2745028.42,2484476.33,2974070.86
2016-03-25,10.55,10.94,10.59,10.5,2585670.0,0.05,0.47,10.296,10.23,11.146,2815743.6,2564027.71,3170768.93
2016-03-18,10.21,10.57,10.54,10.16,3146177.0,0.38,3.74,10.186,10.283,11.184,2702035.48,2571937.01,3194675.41
2016-03-11,10.35,10.49,10.16,9.94,2433167.0,-0.24,-2.31,10.062,10.428,11.231,2413880.33,2503932.99,3263936.28
2016-03-04,9.79,10.5,10.4,9.42,3555759.5,0.61,6.23,10.03,10.653,11.284,2415316.23,2666448.94,3276495.23
2016-02-26,10.13,10.31,9.79,9.6,2357944.5,-0.25,-2.49,10.03,10.836,11.309,2223924.23,2612443.61,3148763.45
2016-02-19,9.66,10.22,10.04,9.65,2017129.38,0.12,1.21,10.164,11.04,11.344,2312311.83,2589888.21,3075733.75
2016-02-05,9.98,10.03,9.92,9.74,1705401.25,-0.08,-0.8,10.38,11.248,11.37,2441838.55,2902677.03,3072640.82
2016-01-29,10.4,10.44,10.0,9.6,2440346.5,-0.4,-3.85,10.794,11.429,11.414,2593985.65,3038725.8,3127751.09
2016-01-22,10.34,10.8,10.4,10.22,2598799.5,-0.06,-0.57,11.276,11.684,11.462,2917581.65,3141610.85,3199040.43
2016-01-15,11.0,11.08,10.46,10.42,2799882.5,-0.66,-5.93,11.642,11.868,11.534,3000963.0,3463665.4,3415985.71
2016-01-08,12.0,12.03,11.12,10.9,2664763.0,-0.87,-7.26,11.916,12.061,11.553,2867464.6,3777510.15,3758968.98
2015-12-31,12.43,12.46,11.99,11.95,2466136.75,-0.42,-3.38,12.116,12.085,11.572,3363515.5,3817413.8,3847024.01
2015-12-25,12.14,12.78,12.41,12.11,4058326.5,0.18,1.47,12.064,12.033,11.604,3483465.95,4023939.58,3923645.23
2015-12-18,11.73,12.55,12.23,11.71,3015706.25,0.4,3.38,12.092,11.915,11.614,3365640.05,3886541.53,3910933.47
2015-12-11,12.18,12.25,11.83,11.73,2132390.5,-0.29,-2.39,12.094,11.782,11.621,3926367.8,3685083.29,4097336.61
2015-12-04,11.72,12.75,12.12,11.5,5145017.5,0.39,3.33,12.206,11.648,11.698,4687555.7,3561579.29,4313288.23
2015-11-27,12.55,12.6,11.73,11.53,3065889.0,-0.82,-6.53,12.054,11.491,11.783,4271312.1,3242604.61,4583258.66
2015-11-20,12.13,12.7,12.55,12.09,3469197.0,0.31,2.53,12.002,11.399,11.94,4564413.2,3216776.39,5539058.21
2015-11-13,12.5,13.38,12.24,12.19,5819345.0,-0.15,-1.21,11.738,11.24,11.966,4407443.0,3256470.01,5944435.21
2015-11-06,11.27,12.57,12.39,11.01,5938330.0,1.03,9.07,11.47,11.2,12.042,3443798.78,3368306.01,6052066.51
2015-10-30,11.6,11.81,11.36,11.25,3063799.5,-0.11,-0.96,11.09,11.044,12.154,2435602.88,3740427.81,6199568.71
2015-10-23,11.27,11.75,11.47,11.15,4531394.5,0.24,2.14,10.928,11.058,12.412,2213897.13,3876634.21,6755466.38
2015-10-16,10.96,11.38,11.23,10.91,2684346.0,0.33,3.03,10.796,11.175,12.653,1869139.58,3823350.89,7157716.91
2015-10-09,10.53,11.54,10.9,10.52,1001123.88,0.41,3.91,10.742,11.313,12.858,2105497.03,3935325.41,7819676.66
2015-09-30,10.56,10.59,10.49,10.32,897350.5,-0.06,-0.57,10.93,11.459,13.126,3292813.25,4509589.93,8576629.81
2015-09-25,10.7,11.06,10.55,10.45,1955270.75,-0.26,-2.4,10.998,11.748,13.374,5045252.75,5064997.18,9244726.49
2015-09-18,10.99,11.14,10.81,10.45,2807606.75,-0.15,-1.37,11.188,12.075,13.639,5539371.3,5923912.7,9779644.3
2015-09-11,11.55,11.56,10.96,10.59,3866133.25,-0.88,-7.43,11.554,12.48,13.934,5777562.2,7861340.03,10644147.26
2015-09-02,10.71,12.0,11.84,10.48,6937705.0,1.01,9.33,11.884,12.691,14.193,5765153.8,8632400.4,11514612.2
2015-08-28,11.1,11.17,10.83,9.3,9659548.0,-0.67,-5.83,11.988,12.884,14.447,5726366.6,8735827.0,12437940.35
2015-08-21,12.61,12.74,11.5,11.46,4425863.5,-1.14,-9.02,12.498,13.264,14.896,5084741.6,8658709.6,12943186.15
2015-08-14,12.66,12.99,12.64,12.42,3998561.25,0.03,0.24,12.962,13.765,15.113,6308454.1,9634298.55,13516982.88
2015-08-07,12.2,12.99,12.61,12.15,3804091.25,0.25,2.02,13.406,14.131,15.235,9945117.85,10492082.93,13920046.71
2015-07-31,13.25,13.32,12.36,12.02,6743769.0,-1.02,-7.62,13.498,14.402,15.371,11499647.0,11704027.9,14474914.25
2015-07-24,13.8,13.8,13.38,13.32,6451423.0,-0.44,-3.18,13.78,14.793,15.502,11745287.4,12643669.7,14989271.5
2015-07-17,14.4,14.89,13.82,13.4,10544426.0,-1.04,-7.0,14.03,15.0,15.505,12232677.6,13424455.8,15002373.8
2015-07-10,14.3,15.36,14.86,12.11,22181880.0,1.79,13.7,14.568,15.203,15.514,12960143.0,13635375.9,14664960.63
2015-07-03,14.08,14.59,13.07,12.75,11576737.0,-0.7,-5.08,14.856,15.387,15.47,11039048.0,13426954.5,13666231.85
2015-06-26,14.64,15.63,13.77,13.38,7971971.0,-0.86,-5.88,15.306,15.694,15.514,11908408.8,14396824.0,13370592.6
2015-06-19,16.53,16.6,14.63,14.5,8888374.0,-1.88,-11.39,15.806,16.01,15.501,13542052.0,16140053.7,13417859.05
2015-06-12,16.32,17.45,16.51,16.19,14181753.0,0.21,1.29,15.97,16.527,15.466,14616234.0,17227662.7,13378138.4
2015-06-05,15.33,16.8,16.3,15.19,12576405.0,0.98,6.4,15.838,16.461,15.361,14310608.8,17399667.2,13327050.35
2015-05-29,16.35,16.91,15.32,15.11,15923541.0,-0.95,-5.84,15.918,16.339,15.314,15814861.0,17348010.5,13205256.9
2015-05-22,15.2,16.3,16.27,14.97,16140187.0,0.82,5.31,16.082,16.339,15.302,16885239.2,17245800.6,13217366.5
2015-05-15,15.8,16.25,15.45,15.27,14259284.0,-0.4,-2.52,16.214,16.211,15.281,18738055.4,17334873.3,12777971.8
2015-05-08,16.7,16.7,15.85,15.49,12653627.0,-0.85,-5.09,17.084,16.01,15.263,19839091.4,16580291.8,13025650.4
2015-04-30,16.21,17.38,16.7,16.2,20097666.0,0.56,3.47,17.084,15.824,15.221,20488725.6,15694545.35,13424572.45
2015-04-24,17.1,17.2,16.14,15.98,21275432.0,-0.79,-4.67,16.76,15.553,15.083,18881160.0,13905509.2,13625438.15
2015-04-17,17.0,17.5,16.93,16.1,25404268.0,-2.87,-14.49,16.596,15.334,15.002,17606362.0,12344361.2,14154310.95
2015-04-10,16.15,19.8,19.8,16.15,19764464.0,3.95,24.92,16.208,14.992,14.778,15931691.2,10695664.4,13864743.25
2015-04-03,15.23,16.6,15.85,15.1,15901798.0,0.77,5.11,14.936,14.405,14.328,13321492.2,9528614.1,13195342.8
2015-03-27,15.33,15.59,15.08,14.71,12059838.0,-0.24,-1.57,14.564,14.26,14.082,10900365.1,9254433.5,13076061.15
2015-03-20,15.1,15.8,15.32,14.92,14901442.0,0.33,2.2,14.346,14.289,13.873,8929858.4,9062503.3,13050171.6
2015-03-13,13.47,15.61,14.99,13.32,17030914.0,1.55,11.53,14.072,14.265,13.659,7082360.4,9188932.4,12855357.45
2015-03-06,14.03,14.09,13.44,13.29,6713469.0,-0.55,-3.93,13.776,14.35,13.418,5459637.6,8221070.3,12336705.53
2015-02-27,14.07,15.39,13.99,13.6,3796162.5,0.0,0.0,13.874,14.516,13.252,5735736.0,9471009.0,12300465.35
2015-02-17,13.95,14.11,13.99,13.73,2207304.5,0.04,0.29,13.956,14.617,13.061,7608501.9,11154599.55,12271464.43
2015-02-13,13.5,14.18,13.95,13.22,5663952.0,0.44,3.26,14.232,14.612,12.868,9195148.2,13345367.1,12241962.81
2015-02-06,13.6,14.43,13.51,13.4,8917300.0,-0.42,-3.02,14.458,14.67,12.677,11295504.4,15964260.7,12195055.26
2015-01-30,14.36,14.44,13.93,13.75,8093961.0,-0.47,-3.26,14.924,14.563,12.52,10982503.0,17033822.1,12000370.88
2015-01-23,14.01,14.63,14.4,13.56,13159992.0,-0.97,-6.31,15.158,14.25,12.342,13206282.0,16862071.5,11772885.33
2015-01-16,14.87,15.62,15.37,14.5,10140536.0,0.29,1.92,15.278,13.903,12.151,14700697.2,16897688.8,11363101.83
2015-01-09,15.99,16.39,15.08,14.71,16165733.0,-0.76,-4.8,14.992,13.457,11.895,17495586.0,17037839.9,11039130.34
2014-12-31,15.61,16.05,15.84,14.75,7352293.0,0.74,4.9,14.882,13.052,11.658,20633017.0,16521782.5,10442870.59
2014-12-26,14.9,16.16,15.1,13.68,19212856.0,0.1,0.67,14.202,12.486,11.395,23085141.2,16452340.75,10305360.04
2014-12-19,13.75,15.67,15.0,13.27,20632068.0,1.06,7.6,13.342,11.988,11.167,20517861.0,15129921.7,9626592.29
2014-12-12,14.21,15.53,13.94,13.02,24114980.0,-0.59,-4.06,12.528,11.504,10.952,19094680.4,13388329.3,9031093.69
2014-12-05,12.6,15.23,14.53,12.08,31852888.0,2.09,16.8,11.922,11.124,10.766,16580093.8,11138558.51,8136088.24
2014-11-28,10.61,12.44,12.44,10.52,19612914.0,1.64,15.19,11.222,10.683,10.52,12410548.0,8425849.81,6683948.86
2014-11-21,10.95,10.99,10.8,10.5,6376455.0,-0.13,-1.19,10.77,10.477,10.381,9819540.3,6966919.66,5844951.71
2014-11-14,11.05,11.64,10.93,10.8,13516165.0,0.02,0.18,10.634,10.434,10.337,9741982.4,6683699.16,5662566.94
2014-11-07,11.16,11.38,10.91,10.66,11542047.0,-0.12,-1.09,10.48,10.398,10.281,7681978.2,5828514.86,5118976.11
2014-10-31,10.1,11.35,11.03,9.98,11005159.0,0.85,8.35,10.326,10.332,10.228,5697023.22,5040420.79,4749742.41
2014-10-24,10.15,10.35,10.18,10.06,6657875.5,0.06,0.59,10.144,10.264,10.183,4441151.62,4363958.69,4429626.61
2014-10-17,10.12,10.35,10.12,10.02,5988665.5,-0.04,-0.39,10.184,10.304,10.243,4114299.02,4158379.34,4174025.59
2014-10-10,11.15,11.15,10.16,10.13,3216144.0,0.02,0.2,10.234,10.346,10.312,3625415.92,4123262.89,4005712.46
2014-09-30,10.14,10.19,10.14,10.09,1617272.12,0.02,0.2,10.316,10.4,10.383,3975051.52,4673858.09,3985448.26
2014-09-26,10.33,10.34,10.12,10.02,4725801.0,-0.26,-2.5,10.338,10.408,10.439,4383818.35,5133617.98,4054750.31
2014-09-19,10.33,10.46,10.38,10.18,5023612.5,0.01,0.1,10.384,10.356,10.487,4286765.75,4942047.9,3940959.58
2014-09-12,10.55,10.58,10.37,10.27,3544250.0,-0.2,-1.89,10.424,10.285,10.525,4202459.65,4722983.75,3781926.37
2014-09-05,10.24,10.64,10.57,10.17,4964322.0,0.32,3.12,10.458,10.239,10.569,4621109.85,4641434.73,3880247.77
2014-08-29,10.35,10.39,10.25,10.14,3661106.25,-0.1,-0.97,10.484,10.164,10.58,5372664.65,4409437.35,3788477.97
2014-08-22,10.59,10.69,10.35,10.25,4240538.0,-0.23,-2.17,10.478,10.124,10.638,5883417.6,4459064.03,3828945.51
2014-08-15,10.56,10.75,10.58,10.45,4602082.0,0.04,0.38,10.328,10.101,10.66,5597330.05,4495294.53,3755159.81
2014-08-08,10.7,11.09,10.54,10.46,5637501.0,-0.16,-1.5,10.146,10.181,10.67,5243507.85,4189671.84,3742964.51
2014-08-01,10.26,11.1,10.7,10.24,8722096.0,0.48,4.7,10.02,10.277,10.682,4661759.6,3888162.04,3667301.29
2014-07-25,9.6,10.3,10.22,9.52,6214871.0,0.62,6.46,9.844,10.365,10.663,3446210.05,3297038.44,3440902.47
